Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_004129255.1,,"Li,L., Giannitti,F., Low,J., Keyes,C., Ullmann,L.S., Deng,X., Aleman,M., Pesavento,P.A., Pusterla,N., Delwart,E.",2019-02-12T14:23:20.863Z,horse 1,Torque teno equid virus 1,Mutorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,USA,USA,,Equus caballus,,2012-10-10,,ASM412925v1
GCF_004131425.1,,,2019-02-12T14:06:21.963Z,2404,Rodent Torque teno virus 6,,Anelloviridae,ssDNA(-),RefSeq,,,,"Brazil: Ribeirao Preto, Sao Paulo",Brazil,,Oligoryzomys nigripes,blood,2009,,ASM413142v1
GCF_004131325.1,,,2019-02-12T14:06:05.797Z,2,Torque teno rodent virus 2,Wawtorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,"Brazil: Ribeirao Preto, Sao Paulo",Brazil,,Akodon montensis,blood,2013,,ASM413132v1
GCF_004131405.1,,,2019-02-12T13:41:08.173Z,319,Rodent Torque teno virus 4,,Anelloviridae,ssDNA(-),RefSeq,,,,"Brazil: Ribeirao Preto, Sao Paulo",Brazil,,Necromys lasiurus,blood,2013,,ASM413140v1
GCF_004131385.1,,,2019-02-12T13:40:55.053Z,250,Torque teno rodent virus 2,Wawtorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,"Brazil: Ribeirao Preto, Sao Paulo",Brazil,,Necromys lasiurus,blood,2008,,ASM413138v1
GCF_004129915.1,,"Guo,L., Zhang,W.",2019-02-12T13:36:38.733Z,chengdu-1,Torque teno ursid virus 1,Thetatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,China,China,,Ailurus fulgens,,,,ASM412991v1
GCF_002818805.1,,"Cornelissen-Keijsers,V., Jimenez-Melsio,A., Sonnemans,D., Cortey,M., Segales,J., van den Born,E., Kekarainen,T., Cornelissen-Keijsers,V.M.J.",2018-08-24T19:39:15.670Z,38E23,Torque teno sus virus k2b,Kappatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,New Zealand,New Zealand,,Sus scrofa,,2007-04-01,,ASM281880v1
GCF_002818785.1,,"Ninomiya,M., Takahashi,M., Hoshino,Y., Ichiyama,K., Simmonds,P., Okamoto,H.",2018-08-24T19:38:05.107Z,Pt-TTMDV210,Torque teno midi virus 15,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,,blood,1992,,ASM281878v1
GCF_002818765.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:37:10.143Z,MDJN97,Torque teno midi virus 14,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281876v1
GCF_002818745.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:36:05.530Z,MDJN69,Torque teno midi virus 13,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281874v1
GCF_002818725.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:35:05.830Z,MDJN51,Torque teno midi virus 12,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281872v1
GCF_002818705.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:34:10.743Z,MDJN47,Torque teno midi virus 11,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281870v1
GCF_002818685.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:33:05.677Z,MDJN14,Torque teno midi virus 10,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281868v1
GCF_002818665.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:32:05.963Z,MDJN2,Torque teno midi virus 9,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281866v1
GCF_002818645.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:31:05.757Z,MDJN1,Torque teno midi virus 8,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281864v1
GCF_002818625.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:29:20.440Z,MDJHem3-2,Torque teno midi virus 7,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281862v1
GCF_002818605.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:29:10.293Z,MDJHem3-1,Torque teno midi virus 6,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281860v1
GCF_002818585.1,,"Ninomiya,M., Takahashi,M., Shimosegawa,T., Okamoto,H.",2018-08-24T19:28:04.523Z,MDJHem2,Torque teno midi virus 5,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Homo sapiens,blood,,,ASM281858v1
GCF_002818565.1,,"Biagini,P., Uch,R., Belhouchet,M., Attoui,H., Cantaloube,J.F., Brisbarre,N., de Micco,P.",2018-08-24T19:27:10.293Z,6PoSMA,Torque teno midi virus 4,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Homo sapiens,blood,,,ASM281856v1
GCF_002818545.1,,"Biagini,P., Uch,R., Belhouchet,M., Attoui,H., Cantaloube,J.F., Brisbarre,N., de Micco,P.",2018-08-24T19:26:05.280Z,2PoSMA,Torque teno midi virus 3,Gammatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Homo sapiens,blood,,,ASM281854v1
GCF_002818525.1,,"Biagini,P., Uch,R., Belhouchet,M., Attoui,H., Cantaloube,J.F., Brisbarre,N., de Micco,P.",2018-08-24T19:25:16Z,PRA1,Torque teno felid virus 2,Etatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Felis catus,"saliva, oronasopharynx",,,ASM281852v1
GCF_002818505.1,,"Okamoto,H., Nishizawa,T., Takahashi,M., Tawara,A., Peng,Y., Kishimoto,J., Wang,Y.",2018-08-24T19:25:05.343Z,Tbc-TTV14,Torque teno tupaia virus,Deltatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Tupaia chinensis,,,,ASM281850v1
GCF_002818485.1,,"Biagini,P., Uch,R., Belhouchet,M., Attoui,H., Cantaloube,J.F., Brisbarre,N., de Micco,P.",2018-08-24T19:23:10.230Z,LIL-y3,Torque teno mini virus 12,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Homo sapiens,blood,,,ASM281848v1
GCF_002818465.1,,"Biagini,P., Uch,R., Belhouchet,M., Attoui,H., Cantaloube,J.F., Brisbarre,N., de Micco,P.",2018-08-24T19:22:16.900Z,LIL-y2,Torque teno mini virus 11,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Homo sapiens,blood,,,ASM281846v1
GCF_002818445.1,,"Biagini,P., Uch,R., Belhouchet,M., Attoui,H., Cantaloube,J.F., Brisbarre,N., de Micco,P.",2018-08-24T19:22:06.677Z,LIL-y1,Torque teno mini virus 10,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Homo sapiens,blood,,,ASM281844v1
GCF_002818425.1,,"Takahashi,K., Hijikata,M., Samokhvalov,E.I., Mishiro,S.",2018-08-24T19:20:17.407Z,TTVyon-KC009,Torque teno virus 29,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ASM281842v1
GCF_002818405.1,,"Okamoto,H., Nishizawa,T., Takahashi,M., Asabe,S., Tsuda,F., Yoshikawa,A.",2018-08-24T19:20:05.770Z,,Torque teno virus 24,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ASM281840v1
GCF_002818385.1,,"Abe,K., Inami,T.",2018-08-24T19:19:05.987Z,s-TTV CH65-2,Torque teno virus 23,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,,,,Pan troglodytes,,,,ASM281838v1
GCF_002818355.1,,"Luo,K., He,H., Liu,Z., Liu,D., Xiao,H., Jiang,X., Liang,W., Zhang,L., Luo,K.-X., He,H.-T., Liu,D.-X., Liu,Z.-H., Jiang,X.-J., Liang,W.-F.",2018-08-24T19:18:12.620Z,TCHN-B,Torque teno virus 21,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,China,China,,,,,,ASM281835v1
GCF_002818335.1,,"Okamoto,H., Nishizawa,T., Takahashi,M., Asabe,S., Tsuda,F., Yoshikawa,A.",2018-08-24T19:17:11.457Z,,Torque teno virus 20,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ASM281833v1
GCF_002818305.1,,"Luo,K.-X., He,H.-T., Liu,D.-X., Liu,Z.-H., Xao,H., Jiang,X.-J., Liang,W.-F., Zhang,L.",2018-08-24T19:16:05.170Z,TCHN-A,Torque teno virus 13,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,,,,,,,,ASM281830v1
GCF_002818275.1,,"Luo,K., He,H., Liu,Z., Liu,D., Xiao,H., Jiang,X., Liang,W., Zhang,L., Luo,K.-X., He,H.-T., Liu,D.-X., Liu,Z.-H., Xao,H., Jiang,X.-J., Liang,W.-F.",2018-08-24T19:15:05.380Z,TCHN-D1,Torque teno virus 11,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ASM281827v1
GCF_002818245.1,,"Shende,V.R., Brown,K.E.",2018-08-24T19:14:07.030Z,BM1C,Torque teno virus 9,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,USA,USA,,Homo sapiens,bone,,,ASM281824v1
GCF_002818195.1,,"Luo,K., He,H., Liu,Z., Liu,D., Xiao,H., Jiang,X., Liang,W., Zhang,L., Luo,K.-X., He,H.-T., Liu,D.-X., Liu,Z.-H., Xao,H., Jiang,X.-J., Liang,W.-F.",2018-08-24T19:13:05.663Z,TCHN-C1,Torque teno virus 5,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ASM281819v1
GCF_002219365.1,,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.",2017-07-16T01:00:19.780Z,,Giant panda anellovirus,,Anelloviridae,ssDNA(-),RefSeq,,,1,China,China,,,blood,2015,,ViralProj394294
GCF_002210895.1,,"Fahsbender,E., Burns,J.M., Kim,S., Kraberger,S., Frankfurter,G., Eilers,A.A., Shero,M.R., Beltran,R., Kirkham,A., McCorkell,R., Berngartt,R.K., Male,M.F., Ballard,G., Ainley,D.G., Breitbart,M., Varsani,A., Male,M., Burns,J.",2017-06-29T01:01:07.647Z,TTLwV-2_gt3_wsp24,Torque teno pinniped virus 9,Lambdatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Antarctica: Ross Sea,Antarctica,,Leptonychotes weddellii,feces,2014,,ViralProj392138
GCF_002210695.1,,"Fahsbender,E., Burns,J.M., Kim,S., Kraberger,S., Frankfurter,G., Eilers,A.A., Shero,M.R., Beltran,R., Kirkham,A., McCorkell,R., Berngartt,R.K., Male,M.F., Ballard,G., Ainley,D.G., Breitbart,M., Varsani,A., Male,M., Burns,J.",2017-06-29T01:00:43.073Z,TTLwV-1_gt2_wsp20,Torque teno pinniped virus 8,Lambdatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Antarctica: Ross Sea,Antarctica,,Leptonychotes weddellii,feces,2014,,ViralProj392128
GCF_002194485.1,,"Amatya,R.Y., Porton,I.J., Deem,S.L., Wang,D., Lim,E.S.",2017-06-15T01:01:36.370Z,bet12.15,Torque teno indriid virus 1,Chitorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,Madagascar,Madagascar,,Indri indri,blood,,,ViralProj390417
GCF_001689855.1,,"Hrazdilova,K., Slaninkova,E., Brozova,K., Modry,D., Vodicka,R., Celer,V.",2016-07-21T01:00:54.367Z,GorF,Torque teno hominid virus 1,Omegatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Czech Republic,Czech Republic,,Gorilla,,2012,,ViralProj329636
GCF_001661815.1,,"Zhang,Y., Li,F., Shan,T.L., Deng,X., Delwart,E., Feng,X.P.",2016-06-12T01:00:38.330Z,222,Torque teno mini virus 18,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,China,China,,Homo sapiens,oronasopharynx,2014,,ViralProj325264
GCF_001045285.1,,"Li,L., Pesavento,P.A., Gaynor,A.M., Duerr,R.S., Phan,T.G., Zhang,W., Deng,X., Delwart,E.",2015-07-02T09:28:12.943Z,GyV8,Gyrovirus fulgla1,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,USA,USA,,Fulmarus glacialis,,2014-01,,ViralProj288496
GCF_001008435.1,,"Niel,C., Diniz-Mendes,L., Devalle,S.",2015-05-17T01:00:24.040Z,1p,Torque teno sus virus 1b,Iotatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Brazil,Brazil,,Sus scrofa,,,,ViralProj283618
GCF_000969135.1,,"Kapusinszky,B., Mulvaney,U., Jasinska,A.J., Deng,X., Freimer,N., Delwart,E.",2015-04-06T01:00:53.767Z,VWP00522.11,Simian torque teno virus 33,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,Saint Kitts and Nevis: St. Kitts,Saint Kitts and Nevis,,Chlorocebus sabaeus,blood,2011,,ViralProj280303
GCF_000969075.1,,"Kapusinszky,B., Mulvaney,U., Jasinska,A.J., Deng,X., Freimer,N., Delwart,E.",2015-04-06T01:00:36.677Z,VGA00120.1,Torque teno chlorocebus virus 2,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,Gambia,Gambia,,Chlorocebus sabaeus,blood,2011,,ViralProj280302
GCF_000959695.1,,"Kapusinszky,B., Mulvaney,U., Jasinska,A.J., Deng,X., Freimer,N., Delwart,E.",2015-03-21T01:00:12.980Z,VGA00154.2,Torque teno chlorocebus virus 5,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,Gambia,Gambia,,Chlorocebus sabaeus,blood,2011,,ViralProj278303
GCF_000959655.1,,"Kapusinszky,B., Mulvaney,U., Jasinska,A.J., Deng,X., Freimer,N., Delwart,E.",2015-03-21T01:00:08.060Z,VWP00522.2,Torque teno chlorocebus virus 1,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,Saint Kitts and Nevis: St. Kitts,Saint Kitts and Nevis,,Chlorocebus sabaeus,blood,2011,,ViralProj278640
GCF_000954935.1,,"Kapusinszky,B., Mulvaney,U., Jasinska,A.J., Deng,X., Freimer,N., Delwart,E.",2015-03-17T12:59:54.900Z,VGA00123.3,Torque teno chlorocebus virus 3,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,Gambia,Gambia,,Chlorocebus sabaeus,blood,2011,,ViralProj278056
GCF_000930795.1,,"Bodewes,R., Sanchez Contreras,G.J., Rubio Garcia,A., Hapsari,R., van de Bildt,M.W., Kuiken,T., Osterhaus,A.D.",2015-02-22T19:11:38.387Z,SeAv4-PV13-431,Torque teno seal virus 4,Nutorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Netherlands,Netherlands,,Phoca vitulina,blood,2014-05-19,,ViralProj272436
GCF_000930715.1,,"Nishiyama,S., Dutia,B.M., Sharp,C.P.",2015-02-22T19:11:36.540Z,RN_2_Se15,Rodent Torque teno virus 2,,Anelloviridae,ssDNA(-),RefSeq,,,1,United Kingdom,United Kingdom,,Rattus norvegicus,,,,ViralProj271180
GCF_000930495.1,,"Parras-Molto,M., Suarez-Rodriguez,P., Eguia,A., Aguirre-Urizar,J.M., Lopez-Bueno,A.",2015-02-22T19:11:28.487Z,TTMV-ALA22,Torque teno mini virus 27,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Spain,Spain,,Homo sapiens,oronasopharynx,2014-02-01,,ViralProj268592
GCF_000929855.1,,"Parras-Molto,M., Suarez-Rodriguez,P., Eguia,A., Aguirre-Urizar,J.M., Lopez-Bueno,A.",2015-02-22T19:11:07.353Z,TTMV-ALH8,Torque teno mini virus 16,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Spain,Spain,,Homo sapiens,oronasopharynx,2013-09-26,,ViralProj268591
GCF_000924395.1,,"Zhang,W., Li,L., Deng,X., Kapusinszky,B., Delwart,E.",2015-02-22T19:02:35.033Z,,Gyrovirus galga2,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,USA,USA,,,muscle,2014,,ViralProj263033
GCF_000924275.1,,"Bodewes,R., Rubio Garcia,A., Wiersma,L.C., Getu,S., Beukers,M., Schapendonk,C.M., van Run,P.R., van de Bildt,M.W., Poen,M.J., Osinga,N., Sanchez Contreras,G.J., Kuiken,T., Smits,S.L., Osterhaus,A.D.",2015-02-22T19:02:30.420Z,,Torque teno pinniped virus 2,Lambdatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Netherlands,Netherlands,,Phoca vitulina,lung,2012-10-26,,ViralProj261352
GCF_000921775.1,,"Cibulski,S.P., Teixeira,T.F., de Sales Lima,F.E., do Santos,H.F., Franco,A.C., Roehe,P.M., Lima,F.E.S.",2015-02-22T19:00:08.720Z,,Torque teno chiroptera virus 1,Xitorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Brazil,Brazil,,Tadarida brasiliensis,animal tissues,2013-10-20,,ViralProj261536
GCF_000921755.1,,"Bodewes,R., Rubio Garcia,A., Wiersma,L.C., Getu,S., Beukers,M., Schapendonk,C.M., van Run,P.R., van de Bildt,M.W., Poen,M.J., Osinga,N., Sanchez Contreras,G.J., Kuiken,T., Smits,S.L., Osterhaus,A.D.",2015-02-22T19:00:02.010Z,,Torque teno pinniped virus 3,Lambdatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Netherlands,Netherlands,,Phoca vitulina,lung,2012-10-26,,ViralProj261353
GCF_000913875.1,,"Gia Phan,T., Phung Vo,N., Sdiri-Loulizi,K., Aouni,M., Pothier,P., Ambert-Balay,K., Deng,X., Delwart,E., Phan,T.",2015-02-22T18:49:49.800Z,,Gyrovirus homsa4,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Tunisia,Tunisia,,Homo sapiens,feces,2004,,ViralProj227356
GCF_000912415.1,,"Gia Phan,T., Phung Vo,N., Sdiri-Loulizi,K., Aouni,M., Pothier,P., Ambert-Balay,K., Deng,X., Delwart,E., Phan,T.",2015-02-22T18:48:36.500Z,,Gyrovirus homsa2,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Tunisia,Tunisia,,Homo sapiens,feces,2003,,ViralProj227355
GCF_000905335.1,,"Galmes,J., Li,Y., Rajoharison,A., Ren,L., Dollet,S., Richard,N., Vernet,G., Javouhey,E., Wang,J., Telles,J.N., Paranhos-Baccala,G., Li,S., Telles,J.-N., Baccala,G.",2015-02-22T18:38:47.627Z,TTMV_LY1,TTV-like mini virus,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,France,France,,Homo sapiens,,2007-04-04,,ViralProj193982
GCF_000899075.1,,"Chu,D.K., Poon,L.L., Chiu,S.S., Chan,K.H., Ng,E.M., Bauer,I., Cheung,T.K., Ng,I.H., Guan,Y., Wang,D., Peiris,J.S., Chu,D.K.W., Poon,L.L.M., Chiu,S.S.S., Ng,I.H.Y., Peiris,J.S.M.",2015-02-22T18:25:55.793Z,,Gyrovirus homsa3,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Hong Kong,Hong Kong,,Homo sapiens,,2011-11,,ViralProj172459
GCF_000896975.1,,"Phan,T.G., Li,L., O'Ryan,M.G., Cortes,H., Mamani,N., Bonkoungou,I.J., Wang,C., Leutenegger,C.M., Delwart,E., Phan,T.",2015-02-22T18:22:37.057Z,,Gyrovirus homsa1,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Chile,Chile,,Homo sapiens,feces,2008,,ViralProj157265
GCF_000893775.1,,"de Villiers,E.M., Borkosky,S.S., Kimmel,R., Gunst,K., Fei,J.W.",2015-02-22T18:17:33.443Z,TTV-HD14a (gbDhDi33.32),Torque teno virus,,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj70005
GCF_000891935.1,,"Rijsewijk,F.A., Dos Santos,H.F., Teixeira,T.F., Cibulski,S.P., Varela,A.P., Dezen,D., Franco,A.C., Roehe,P.M., Rijsewijk,F.A.M., dos Santos,H.F.",2015-02-22T18:15:15.880Z,,Gyrovirus galga1,Gyrovirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Brazil,Brazil,,Gallus gallus,blood,2006-07-14,,ViralProj65815
GCF_000891655.1,,"Ng,T.F., Wheeler,E., Greig,D., Waltzek,T.B., Gulland,F., Breitbart,M., Ng,T.F.F.",2015-02-22T18:14:55.163Z,,Seal anellovirus TFFN/USA/2006,,Anelloviridae,ssDNA(-),RefSeq,,,1,USA,USA,,Phoca vitulina richardii,lung,2006,,ViralProj63583
GCF_000890135.1,,"Abe,K., Inami,T.",2015-02-22T18:13:21.770Z,s-TTV CH71,Torque teno virus 2,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,,,,,Pan troglodytes,,,,ViralProj51893
GCF_000889855.1,,"Okamoto,H., Nishizawa,T., Ukita,M., Takahashi,M., Fukuda,M., Iizuka,H., Miyakawa,Y., Mayumi,M.",2015-02-22T18:13:00.997Z,TUS01,Torque teno virus 16,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48181
GCF_000889875.1,,"Ukita,M., Okamoto,H., Nishizawa,T., Tawara,A., Takahashi,M., Iizuka,H., Miyakawa,Y., Mayumi,M.",2015-02-22T18:13:00.963Z,TJN01,Torque teno virus 15,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,,,,ViralProj48191
GCF_000889835.1,,"Okamoto,H., Nishizawa,T., Tawara,A., Peng,Y., Takahashi,M., Kishimoto,J., Tanaka,T., Miyakawa,Y., Mayumi,M.",2015-02-22T18:12:56.760Z,At-TTV3,Torque teno douroucouli virus,Zetatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Aotus trivirgatus,,,,ViralProj48173
GCF_000889815.1,,"Okamoto,H., Nishizawa,T., Tawara,A., Peng,Y., Takahashi,M., Kishimoto,J., Tanaka,T., Miyakawa,Y., Mayumi,M.",2015-02-22T18:12:56.723Z,Mf-TTV9,Torque teno virus 25,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,blood,,,ViralProj48165
GCF_000889775.1,,"Peng,Y.H., Nishizawa,T., Takahashi,M., Ishikawa,T., Yoshikawa,A., Okamoto,H.",2015-02-22T18:12:56.680Z,CT44F,Torque teno virus 12,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,China,China,,,,,,ViralProj48149
GCF_000889795.1,,"Okamoto,H., Nishizawa,T., Tawara,A., Peng,Y., Takahashi,M., Kishimoto,J., Tanaka,T., Miyakawa,Y., Mayumi,M.",2015-02-22T18:12:55.433Z,Mf-TTV3,Torque teno virus 26,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,blood,,,ViralProj48157
GCF_000889755.1,,"Okamoto,H., Takahashi,M., Nishizawa,T., Tawara,A., Fukai,K., Muramatsu,U., Naito,Y., Yoshikawa,A.",2015-02-22T18:12:51.483Z,Cf-TTV10,Torque teno canid virus 1,Thetatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Japan,Japan,,Canis lupus familiaris,,,,ViralProj48141
GCF_000888955.1,,"Okamoto,H., Nishizawa,T., Tawara,A., Peng,Y., Takahashi,M., Kishimoto,J., Tanaka,T., Miyakawa,Y., Mayumi,M.",2015-02-22T18:12:05.527Z,So-TTV2,Torque teno tamarin virus,Epsilontorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Saguinus oedipus,,,,ViralProj48169
GCF_000888975.1,,"Okamoto,H., Nishizawa,T., Tawara,A., Peng,Y., Takahashi,M., Kishimoto,J., Tanaka,T., Miyakawa,Y., Mayumi,M.",2015-02-22T18:12:04.150Z,TGP96,Torque teno mini virus 5,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Homo sapiens,,,,ViralProj48177
GCF_000888995.1,,"Heller,F., Zachoval,R., Koelzer,A., Nitschko,H., Froesner,G.G.",2015-02-22T18:12:04.113Z,KAV,Torque teno virus 6,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Germany,Germany,,,,,,ViralProj48187
GCF_000888935.1,,"Kakkola,L., Bonden,H., Hedman,L., Kivi,N., Moisala,S., Julin,J., Yla-Liedenpohja,J., Miettinen,S., Kantola,K., Hedman,K., Soderlund-Venermo,M., Tommiska,J., Boele,L.C., Blom,T., Kekarainen,T., Qiu,J., Pintel,D., Hoeben,R.C., Cheng,F., Ye,C., Pintel,D.J., Vanrobaeys,H.",2015-02-22T18:12:04.073Z,,Torque teno virus 3,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,4,Finland,Finland,,,,,,ViralProj48161
GCF_000888915.1,,"Inami,T., Obara,T., Moriyama,M., Arakawa,Y., Abe,K.",2015-02-22T18:12:01.157Z,s-TTV CH65-1,Torque teno virus 14,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Pan troglodytes,,,,ViralProj48153
GCF_000888895.1,,"Peng,Y.H., Nishizawa,T., Takahashi,M., Ishikawa,T., Yoshikawa,A., Okamoto,H.",2015-02-22T18:11:59.753Z,CT43F,Torque teno virus 28,Alphatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,China,China,,,,,,ViralProj48145
GCF_000888315.1,,"Takahashi,K., Iwasa,Y., Hijikata,M., Mishiro,S.",2015-02-22T18:11:25.613Z,TLMV-CBD203,Torque teno mini virus 6,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,Homo sapiens,,,,ViralProj48189
GCF_000888335.1,,"Niel,C., Diniz-Mendes,L., Devalle,S.",2015-02-22T18:11:22.447Z,2p,Torque teno sus virus k2a,Kappatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,Brazil,Brazil,,Sus scrofa,,,,ViralProj48301
GCF_000888295.1,,"Okamoto,H., Nishizawa,T., Tawara,A., Peng,Y., Takahashi,M., Kishimoto,J., Tanaka,T., Miyakawa,Y., Mayumi,M.",2015-02-22T18:11:22.417Z,Pt-TTV8-II,Torque teno mini virus 4,Betatorquevirus,Anelloviridae,ssDNA(-),RefSeq,,,1,,,,,blood,,,ViralProj48179
