Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
GCF_000894215.1,NA,"Vaghi Medina,C.G., Lopez Lambertini,P.M.",2015-02-22T18:18:16Z,AR:Pichanal:397,Tomato dwarf leaf virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Argentina,Argentina,NA,Solanum lycopersicum,NA,2008,NA,ViralMultiSegProj81031
GCF_000893655.1,NA,"Varsani,A., Linderme,D., Lefeuvre,P., Martin,D.P.",2015-02-22T18:17:33Z,NA,Eragrostis minor streak virus,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Namibia,Namibia,NA,Eragrostis minor,NA,2009,NA,ViralProj67111
GCF_000893575.1,NA,"Idris,A.M., Brown,J.K.",2015-02-22T18:17:23Z,NA,Bean yellow mosaic Mexico virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Mexico,Mexico,NA,Phaseolus vulgaris,NA,2006-05,NA,ViralProj66545
GCF_000893495.1,NA,"Fonseca,M.E.N., Boiteux,L.S., Fernandes,N.A.N., Costa,A.F.",2015-02-22T18:17:19Z,BA 05,Cleome golden mosaic virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,Cleome,NA,2007-07,NA,ViralProj65817
GCF_000893435.1,NA,"Zhang,S.C., Ling,K.S., Zhang,S., Ling,K.-S.",2015-02-22T18:17:14Z,US:SC:648B-9,Sweet potato leaf curl South Carolina virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,Ipomoea batatas,NA,2006,NA,ViralProj65201
GCF_000893115.1,NA,"Hernandez-Zepeda,C., Arguello-Astorga,G., Brown,J.K.",2015-02-22T18:16:47Z,09-10 spinach,Spinach curly top Arizona virus,Becurtovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,Spinacia oleracea,NA,2009,NA,ViralProj62497
GCF_000893095.1,NA,"Wyant,P.S., Gotthardt,D., Schafer,B., Krenz,B., Jeske,H.",2015-02-22T18:16:46Z,NA,Sida mosaic Bolivia virus 1,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Bolivia,Bolivia,NA,NA,NA,2007-11,NA,ViralMultiSegProj62477
GCF_000893075.1,NA,"Wasswa,P., Otto,B., Maruthi,M., Mukasa,S., Monger,W., Gibson,R.W., Maruthi,M.N.",2015-02-22T18:16:44Z,Uganda:Kampala:2008,Sweet potato leaf curl Uganda virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Uganda:Kampala,Uganda,NA,Ipomoea setosa,NA,2008-11,NA,ViralProj62213
GCF_000892695.1,NA,"Idris,A.M., Brown,J.K.",2015-02-22T18:16:18Z,NA,Merremia mosaic Puerto Rico virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Puerto Rico,USA,PR,Distimake quinquefolius,NA,1998-01,NA,ViralMultiSegProj66549
GCF_000892555.1,NA,"Zhang,S.C., Ling,K.S., Zhang,S., Ling,K.-S.",2015-02-22T18:16:07Z,US:MS:1B-3,Sweet potato golden vein associated virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,Ipomoea batatas,NA,2007,NA,ViralProj65275
GCF_000892255.1,NA,"Ha,C.V., Le,H.V., Tran,T.N.",2015-02-22T18:15:44Z,Vietnam/Hanoi/tomato/2010,Tomato leaf curl Hanoi virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Viet Nam,Viet Nam,NA,Solanum lycopersicum,NA,2010,NA,ViralProj62755
GCF_000892135.1,NA,"Fiallo-Olive,E., Rivera-Bustamante,R.F., Martinez-Zubiaur,Y., Moriones,E., Navas-Castillo,J.",2015-02-22T18:15:32Z,NA,Tobacco yellow crinkle virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Cuba,Cuba,NA,Nicotiana tabacum,NA,2007-01,NA,ViralMultiSegProj67693
GCF_000891535.1,NA,"Wyant,P.S., Gotthardt,D., Schafer,B., Krenz,B., Jeske,H.",2015-02-22T18:14:51Z,NA,Sida mosaic Bolivia virus 2,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Bolivia,Bolivia,NA,NA,NA,2007-11,NA,ViralMultiSegProj62475
GCF_000891055.1,NA,"Zhao,Z.C., Hu,G.B., Hu,F.C., Wang,H.C., Yang,Z.Y., Lai,B., Idris,A.M., Brown,J.K.",2015-02-22T18:14:19Z,NA,Rhynchosia mild mosaic virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Puerto Rico,USA,PR,Rhynchosia minima,NA,1997-08,NA,ViralMultiSegProj66547
GCF_000890575.1,NA,"Wyant,P.S., Gotthardt,D., Schafer,B., Krenz,B., Jeske,H.",2015-02-22T18:13:47Z,NA,Abutilon mosaic Bolivia virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Bolivia,Bolivia,NA,Abutilon,NA,2007-11,NA,ViralMultiSegProj62479
GCF_000890435.1,NA,"Venkataravanappa,V., Lakshminarayana Reddy,C.N., Jalali,S., Krishna Reddy,M., Lakshiminarayanareddy,C.N., Devaraju, Swaranalatha,P., Krishnareddy,M.",2015-02-22T18:13:35Z,EL14A,Okra leaf curl India virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,"India: Sonipat, Haryana",India,NA,Abelmoschus esculentus,plant leaf,2006,NA,ViralProj61559
GCF_000890415.1,NA,"Hadfield,J., Martin,D.P., Stainton,D., Kraberger,S., Owor,B.E., Shepherd,D.N., Lakay,F., Markham,P.G., Greber,R.S., Briddon,R.W., Varsani,A., Hatfield,J.",2015-02-22T18:13:33Z,AU QL 99,Bromus catharticus striate mosaic virus,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Australia,Australia,NA,Bromus catharticus,NA,1999,NA,ViralProj61437
GCF_000890315.1,NA,"Thomas,J.E., Parry,J.N., Schwinghamer,M.W., Dann,E.K.",2015-02-22T18:13:30Z,Qld 22,Chickpea redleaf virus,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Australia,Australia,NA,Cicer arietinum,NA,2003,NA,ViralProj60625
GCF_000890215.1,NA,"Singh,M.K., Singh,K., Haq,Q.M., Mandal,B., Varma,A., Singh,M.",2015-02-22T18:13:26Z,NA,Tobacco leaf curl Pusa virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,India: Pusa Bihar,India,NA,Nicotiana tabacum,plant leaf,2009,NA,ViralProj56021
GCF_000889935.1,NA,"Alabi,O.J., Kumar,P.L., Mgbechi-Ezeri,J.U., Naidu,R.A.",2015-02-22T18:13:06Z,Sb19,Soybean chlorotic blotch virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Nigeria,Nigeria,NA,Glycine max,NA,2007,NA,ViralMultiSegProj48595
GCF_000889735.1,NA,"De La Torre-Almaraz,R., Monsalvo-Reyes,A., Ambriz-Granados,S., Arguello-Astorga,G.R., Monsalvo-Reyes,R., De la Torre-Almaraz,R., Mauricio-Castillo,J.A.",2015-02-22T18:12:51Z,Mazatepec-3,Okra yellow mosaic Mexico virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Mexico: Morelos,Mexico,NA,Abelmoschus esculentus,NA,2004,NA,ViralMultiSegProj48103
GCF_000889575.1,NA,"Venkataravanappa,V., Lakshminarayana Reddy,C.N., Jalali,S., Krishna Reddy,M., Lakshiminarayanareddy,C.N., Devaraju, Swaranalatha,P., Krishnareddy,M.",2015-02-22T18:12:39Z,OYDWR2,Bhendi yellow vein India virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,"India: Dharwad, Karnataka",India,NA,Abelmoschus esculentus,plant leaf,2006,NA,ViralProj61555
GCF_000889555.1,NA,"Stewart,C.S., Kon,T., Gilbertson,R.L., Roye,M.E., Gilbertson,B.L.",2015-02-22T18:12:39Z,NA,Sida golden mosaic Buckup virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Jamaica,Jamaica,NA,NA,NA,NA,NA,ViralMultiSegProj61135
GCF_000889495.1,NA,"Walter,N.Leke., Judith,K.Brown., Maaike,E.Ligthart., Naaem,Sattar., Dominic,K.Njualem., Anders,Kvarnheden., Nkeabeng Leke,W.",2015-02-22T18:12:37Z,pGRec17F,Okra leaf curl Cameroon virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Cameroon,Cameroon,NA,NA,NA,NA,NA,ViralProj60747
GCF_000889315.1,NA,"Briddon,R.W., Martin,D.P., Owor,B.E., Donaldson,L., Markham,P.G., Greber,R.S., Varsani,A., Shepherd,D.N.",2015-02-22T18:12:23Z,NA,Digitaria didactyla striate mosaic virus,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Australia,Australia,NA,Digitaria didactyla,NA,1999,NA,ViralProj53503
GCF_000889255.1,NA,"Hussain,K., Hussain,M., Mansoor,S., Briddon,R.W.",2015-02-22T18:12:22Z,NA,Croton yellow vein virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Pakistan:Punjab,Pakistan,NA,Croton glandulosus,NA,2006,NA,ViralProj51789
GCF_000889055.1,NA,"Paprotka,T., Metzler,V., Jeske,H.",2015-02-22T18:12:11Z,NA,Abutilon Brazil virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil:Bahia,Brazil,NA,Abutilon,NA,2007-11-06,SAMEA3283097,ViralMultiSegProj48591
GCF_000888715.1,NA,"Leke,W.N., Brown,J.K., Ligthart,M.E., Sattar,N., Njualem,D.K., Kvarnheden,A., Nkeabeng Leke,W.W.",2015-02-22T18:11:50Z,pBal,Ageratum leaf curl Cameroon virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Cameroon,Cameroon,NA,NA,NA,NA,NA,ViralProj60043
GCF_000888695.1,NA,"Hernandez,C., Brown,J.K., Hernandez-Zepeda,C.",2015-02-22T18:11:47Z,09-10-8,Spinach severe curly top virus,Curtovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,USA,USA,NA,Spinacia oleracea,NA,2009,NA,ViralProj59507
GCF_000888615.1,NA,"Idris,A.M., Shahid,M.S., Briddon,R.W., Khan,A.J., Zhu,J.K., Brown,J.K.",2015-02-22T18:11:40Z,Alb22,Tomato leaf curl Oman virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Oman,Oman,NA,Solanum lycopersicum,NA,2005,NA,ViralProj52947
GCF_000888595.1,NA,"Marquez-Martin,B., Aragon-Caballero,L., Fiallo-Olive,E., Navas-Castillo,J., Moriones,E.",2015-02-22T18:11:40Z,PE:PT1:To:03,Tomato leaf deformation virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Peru: Carabayllo,Peru,NA,Solanum lycopersicum,NA,2003-05,NA,ViralProj52633
GCF_000888515.1,NA,"Fiallo-Olive,E., Martinez-Zubiaur,Y., Moriones,E., Navas-Castillo,J.",2015-02-22T18:11:37Z,111,Sida golden mosaic Florida virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Cuba: Havana,Cuba,NA,Malvastrum coromandelianum,NA,2009-09,NA,ViralMultiSegProj51627
GCF_000888375.1,NA,"Alabi,O.J., Kumar,P.L., Mgbechi-Ezeri,J.U., Naidu,R.A.",2015-02-22T18:11:25Z,Sb17,Soybean mild mottle virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Nigeria,Nigeria,NA,Glycine max,NA,2007,NA,ViralProj48593
GCF_000888355.1,NA,"Al-Aqeel,H.A., Polston,J.E.",2015-02-22T18:11:24Z,NA,Sida golden mottle virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,"USA: Bradenton, Florida",USA,FL,NA,NA,1997-01,NA,ViralMultiSegProj48421
GCF_000887955.1,NA,"Jyothsna,P., Rawat,R., Malathi,V.G.",2015-02-22T18:10:57Z,Thiruvananthapuram,Rhynchosia yellow mosaic India virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,India,India,NA,Rhynchosia,NA,2009-10,NA,ViralMultiSegProj61861
GCF_000887915.1,NA,"Venkataravanappa,V., Lakshminarayana Reddy,C.N., Jalali,S., Krishna Reddy,M., Lakshiminarayanareddy,C.N., Devaraju, Swaranalatha,P., Krishnareddy,M.",2015-02-22T18:10:53Z,EL37,Okra enation leaf curl virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,"India: Munthal, Haryana",India,NA,Abelmoschus esculentus,plant leaf,2006,NA,ViralProj61775
GCF_000887795.1,NA,"Thomas,J.E., Parry,J.N., Schwinghamer,M.W., Dann,E.K.",2015-02-22T18:10:43Z,3455C,Chickpea chlorosis virus,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Australia,Australia,NA,Cicer arietinum,NA,2002,NA,ViralProj60627
GCF_000887775.1,NA,"Singh-Pant,P., Pant,P., Mukherjee,S.K., Mazumdar-Leighton,S., Singh,P.",2015-02-22T18:10:39Z,Panipat 8 [IN:Pani:Pap:08],Papaya leaf crumple virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,India: Haryana,India,NA,Carica papaya,plant leaf,2008-04,NA,ViralProj60361
GCF_000887735.1,NA,"Muhammad,I., Muhammad,S.H., Briddon,R.W., Ilyas,M.",2015-02-22T18:10:33Z,NA,Mesta yellow vein mosaic virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan:Changa Manga,Pakistan,NA,Malvastrum coromandelianum,plant leaf,NA,NA,ViralProj60047
GCF_000887515.1,NA,"Romay,G., Chirinos,D., Geraud-Pouey,F., Desbiez,C., Geraud,F.",2015-02-22T18:10:17Z,2009-02-04-06,Melon chlorotic mosaic virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Venezuela,Venezuela,NA,Citrullus lanatus subsp. vulgaris,NA,2009,NA,ViralMultiSegProj51415
GCF_000887455.1,NA,"Briddon,R.W., Heydarnejad,J., Khosrowfar,F., Massumi,H., Martin,D.P., Varsani,A.",2015-02-22T18:10:06Z,IR:Zaf:B11:06,Turnip curly top virus,Turncurtovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Iran,Iran,NA,Brassica rapa,NA,2006,NA,ViralProj50429
GCF_000886995.1,NA,"Kumar,M., Tarafdar,J.",2015-02-22T18:09:29Z,SPLCV-BCKV-India,Sweet potato leaf curl Bengal virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India:West Bengal,India,NA,Ipomoea batatas,NA,NA,NA,ViralProj42745
GCF_000886895.1,NA,"Lawry,R., Martin,D.P., Shepherd,D.N., van Antwerpen,T., Varsani,A.",2015-02-22T18:09:16Z,SacSV_ZA_Emp_T1_2008,Saccharum streak virus,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,South Africa: KwaZulu-Natal,South Africa,NA,Saccharum,NA,2008,NA,ViralProj41611
GCF_000886855.1,NA,"Tsai,W.S., Shih,S.L., Green,S.K., Lee,L.M., Luther,G.C., Ratulangi,M., Sembel,D.T., Jan,F.-J.",2015-02-22T18:09:11Z,FI08No1-1,Tomato leaf curl Sulawesi virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,"Indonesia:Tompaso, North Sulawesi",Indonesia,NA,Solanum lycopersicum,NA,2006-05,NA,ViralProj41173
GCF_000886615.1,NA,"Lozano,G., Trenado,H.P., Valverde,R.A., Navas-Castillo,J.",2015-02-22T18:08:54Z,ES:Mal:IG1:06,Ipomoea yellow vein virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Spain,Spain,NA,Ipomoea indica,NA,2006-06,NA,ViralProj39615
GCF_000886055.1,NA,"Lozano,G., Trenado,H.P., Valverde,R.A., Navas-Castillo,J.",2015-02-22T18:08:08Z,ES:MAL:BG30:06,Sweet potato leaf curl Lanzarote virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Spain,Spain,NA,Ipomoea batatas,NA,2006-09,NA,ViralProj41625
GCF_000885835.1,NA,"Zhang,H., Hu,G., Zhou,X., Zhou,X.P.",2015-02-22T18:07:36Z,NA,Tomato leaf curl Hainan virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China:Hainan province,China,NA,Solanum lycopersicum,NA,2008-03-16,NA,ViralProj39931
GCF_000885495.1,NA,"Leke,W.N., Bessem,E.N., NJualem,D.K., Titanji,V.P., Legg,J.P., Fondong,V.N., Ngeve,J.M., Zok,S., Brown,J.K., Kvarnheden,A.",2015-02-22T18:06:57Z,TOS2B1F4,Tomato leaf curl Cameroon virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Cameroon:Buea,Cameroon,NA,Abelmoschus esculentus,NA,NA,NA,ViralProj42743
GCF_000885075.1,NA,"Leke,W.N., Besem,E.N., Njualem,D.K., Titanji,V.P., Legg,J.P., Fondong,V.N., Ngeve,J.M., Zok,S., Brown,J.K., Kvarnheden,A.",2015-02-22T18:06:18Z,LY11,Okra leaf curl virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Cameroon:Lysoka,Cameroon,NA,Abelmoschus esculentus,NA,NA,NA,ViralProj39605
GCF_000884795.1,NA,"Varsani,A., Shepherd,D.N., Dent,K., Monjane,A.L., Rybicki,E.P., Martin,D.P.",2015-02-22T18:06:04Z,ECSV-ZA-Esc1-g382-2008,Eragrostis curvula streak virus,Eragrovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,South Africa,South Africa,NA,Eragrostis curvula,NA,2008-04,NA,ViralProj37889
GCF_000884435.1,NA,"Lozano,G., Trenado,H.P., Valverde,R.A., Navas-Castillo,J.",2015-02-22T18:05:48Z,ES:CI:BG25:02,Sweet potato leaf curl Canary virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Spain,Spain,NA,Ipomoea batatas,NA,2002,NA,ViralProj41623
GCF_000884375.1,NA,"Zaim,M., Kumar,Y., Hallan,V., Zaidi,A.A.",2015-02-22T18:05:46Z,NA,Velvet bean severe mosaic virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,"India:Uttar Pradesh, Lucknow",India,NA,Mucuna,plant leaf,NA,SAMEA3283106,ViralMultiSegProj41175
GCF_000884115.1,NA,"Das,A., Ghosh,R., Paul,S., Das,S., Palit,P., Acharyya,S., Ghosh,S.K., Roy,A.",2015-02-22T18:05:30Z,NA,Sunn hemp leaf distortion virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India: Barrackpore,India,NA,Crotalaria juncea,NA,2008,NA,ViralProj39609
GCF_000883955.1,NA,"Ferreira,S.S., Barros,D.R., de Almeida,M.R., Zerbini,F.M., Almeida,M.R.",2015-02-22T18:05:25Z,BR:LNS2:Pas:01,Passionfruit severe leaf distortion virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,Passiflora edulis f. flavicarpa,NA,2001-09,NA,ViralMultiSegProj38459
GCF_000883815.1,NA,"Liu,P., Xie,Y., Zhou,X.P.",2015-02-22T18:05:19Z,Y278,Malvastrum yellow vein virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China:Yunnan province,China,NA,Malvastrum coromandelianum,NA,2004-08-01,NA,ViralProj37891
GCF_000883635.1,NA,"Kon,T., Rojas,M.R., Gilbertson,R.L.",2015-02-22T18:05:09Z,NA,Tomato leaf curl Nigeria virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Nigeria,Nigeria,NA,Solanum lycopersicum,NA,2006,NA,ViralProj34815
GCF_000882835.1,NA,"Fernandes,F.R., Albuquerque,L.C., de Oliveira,C.L., Cruz,A.R., da Rocha,W.B., Pereira,T.G., Naito,F.Y., Dias Nde,M., Nagata,T., Faria,J.C., Zerbini,F.M., Aragao,F.J., Inoue-Nagata,A.K., Sousa,A.R.R.C., Aragao,F.J.L.",2015-02-22T18:04:26Z,NA,Euphorbia yellow mosaic virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil,Brazil,NA,Euphorbia heterophylla,NA,2008-01-16,NA,ViralMultiSegProj36655
GCF_000882715.1,NA,"Amrao,L.",2015-02-22T18:04:19Z,India:Vehari:2004,Cotton leaf curl Burewala virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,"Pakistan:Vehari, Punjab",Pakistan,NA,Gossypium hirsutum,plant leaf,2004-05,NA,ViralProj34757
GCF_000882615.1,NA,"Rehman,M., Mansoor,S., Fauquet,C.",2015-02-22T18:04:12Z,NA,Gossypium punctatum mild leaf curl virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan,Pakistan,NA,Gossypium davidsonii,NA,NA,NA,ViralMultiSegProj33489
GCF_000882315.1,NA,"Bull,S.E., Briddon,R.W., Sserubombwe,W.S., Ngugi,K., Markham,P.G., Stanley,J.",2015-02-22T18:03:56Z,EACMKV-[K298],East African cassava mosaic Kenya virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,"Kenya:Machakos, Mitaboni/Ngiini",Kenya,NA,Manihot esculenta,NA,NA,NA,ViralMultiSegProj32329
GCF_000882255.1,NA,"Yang,C.X., Wu,Z.J., Xie,L.H.",2015-02-22T18:03:55Z,Fz7,Clerodendrum golden mosaic China virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Clerodendrum cyrtophyllum,NA,2008-05,NA,ViralMultiSegProj32175
GCF_000881415.1,NA,"Mukhopadhyay,S., Pandey,P., Nazeem,P.A., Mukherjee,S.K.",2015-02-22T18:03:10Z,ToLCV-K3,Tomato leaf curl Kerala virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India,India,NA,Solanum lycopersicum,NA,NA,NA,ViralProj30935
GCF_000881195.1,NA,"Kumari,P., Chattopadhyay,B., Singh,A.K., Chakraborty,S.",2015-02-22T18:02:56Z,NA,Tomato leaf curl Patna virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India: Patna,India,NA,Solanum lycopersicum,NA,NA,NA,ViralProj36527
GCF_000881175.1,NA,"Hernandez-Zepeda,C., Idris,A.M., Brown,J.K., Moreno-Valenzuela,O.A., Rivera-Bustamante,R.F.",2015-02-22T18:02:56Z,NA,Rhynchosia golden mosaic Yucatan virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Mexico,Mexico,NA,Rhynchosia minima,NA,NA,NA,ViralMultiSegProj36505
GCF_000881095.1,NA,"Tahir,M., Haider,M.S., Iqbal,J., Briddon,R.W.",2015-02-22T18:02:50Z,NA,Pedilanthus leaf curl virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan:Multan,Pakistan,NA,NA,plant leaf,2004-09-03,NA,ViralProj34665
GCF_000881075.1,NA,"Venkataravanappa,V., Lakshminarayanareddy,C., Devaraju, Swarnalatha,P., Jalali,S., Krishnareddy,M.",2015-02-22T18:02:45Z,OYBHU,Bhendi yellow vein Bhubhaneswar virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,"India: Bhubhaneswar, Orissa",India,NA,Abelmoschus esculentus,plant leaf,2003,NA,ViralProj33885
GCF_000881015.1,NA,"Rehman,M., Mansoor,S., Fauquet,C.",2015-02-22T18:02:44Z,Dar1,Cotton leaf curl Multan virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Pakistan,Pakistan,NA,Gossypium darwinii,NA,NA,NA,ViralProj33487
GCF_000880535.1,NA,"Pal,A., Mukherjee,S.",2015-02-22T18:02:15Z,New Delhi,Jatropha leaf curl virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India,India,NA,Jatropha,NA,NA,NA,ViralProj31277
GCF_000880355.1,NA,"Osei,M.K., Akromah,R., Shih,S.L., Lee,L.M., Green,S.K.",2015-02-22T18:02:04Z,NA,Tomato leaf curl Kumasi virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Ghana: Kumasi,Ghana,NA,Solanum lycopersicum,NA,NA,NA,ViralProj30837
GCF_000880315.1,NA,"Nahid,N., Amin,I., Mansoor,S., Rybicki,E.P., van der Walt,E., Briddon,R.W.",2015-02-22T18:02:00Z,NA,Chickpea chlorotic dwarf virus,Mastrevirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Pakistan:Layyah,Pakistan,NA,Cicer arietinum,NA,2007,NA,ViralProj30715
GCF_000880235.1,NA,"Davino,S., Napoli,C., Dellacroce,C., Miozzi,L., Noris,E., Davino,M., Accotto,G.P.",2015-02-22T18:01:53Z,IT:R-2-2,Tomato yellow leaf curl Axarquia virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,"Italy: Sicily, Ragusa",Italy,NA,Solanum lycopersicum,NA,2004,NA,ViralProj30523
GCF_000880175.1,NA,"Castillo-Urquiza,G.P., Beserra,J.E. Jr., Bruckner,F.P., Lima,A.T., Varsani,A., Alfenas-Zerbini,P., Murilo Zerbini,F., Beserra,J.E.A. Jr., Lima,A.T.M., Zerbini,P.A., Zerbini,F.M.",2015-02-22T18:01:49Z,BR:Coi25:07,Blainvillea yellow spot virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil,Brazil,NA,Blainvillea rhomboidea,NA,2007-07-17,NA,ViralMultiSegProj30183
GCF_000880135.1,NA,"Collins,A.M., Roye,M.E.",2015-02-22T18:01:46Z,NA,Wissadula golden mosaic virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Jamaica: St. Thomas parish,Jamaica,NA,Wissadula amplissima,NA,NA,NA,ViralMultiSegProj30167
GCF_000880075.1,NA,"Tsai,W.S., Green,S.K., Shih,S.L.",2015-02-22T18:01:42Z,FHS7A2,Ageratum yellow vein Hualian virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Taiwan: Hsinchu,Taiwan,NA,Solanum lycopersicum,NA,2003,NA,ViralProj30057
GCF_000879915.1,NA,"Ding,M., Yue,N., Zhang,Z.",2015-02-22T18:01:31Z,YN323,Pepper leaf curl Yunnan virus,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,Capsicum annuum,NA,NA,NA,ViralProj29413
