Host,Species,Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Isolation_Source,Collection_Date,BioSample,GenBank_Title,Species_superkingdom,Species_family,Species_genus,Species_species,Species_no rank,Species_clade,Species_kingdom,Species_phylum,Species_class,Species_order,Species_subfamily,Host_no rank,Host_superkingdom,Host_kingdom,Host_phylum,Host_subphylum,Host_clade,Host_class,Host_order,Host_family,Host_subfamily,Host_tribe,Host_subtribe,Host_genus,Host_species,Host_subgenus,Host_section,Host_varietas,Host_superclass,Host_superorder,Host_suborder,Host_infraorder,Host_parvorder,Host_superfamily,Host_infraclass,Host_subclass,Host_subspecies,Host_strain,Host_cohort,Host_species group,Host_serogroup,Host_subsection,Host_subkingdom,Host_forma,Host_subcohort
Labidocera aestiva,Labidocera aestiva circovirus,GCF_000906535.1,NA,"Dunlap,D.S., Ng,T.F., Rosario,K., Barbosa,J.G., Greco,A.M., Breitbart,M., Hewson,I., Dunlap,D., Ng,T.F.F., Barbosa,J.",2015-02-22T18:39:48Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA: Tampa Bay,USA,FL,NA,2009-04,NA,ViralProj186433,Viruses,Circoviridae,Circovirus,Labidocera aestiva circovirus,unclassified Circovirus,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Crustacea,Opisthokonta,Multicrustacea,Gymnoplea,Pontellidae,,,,Labidocera,Labidocera aestiva,,,,Multicrustacea,Gymnoplea,,,,,Neocopepoda,Copepoda,,,,,,,,,
Lablab purpureus,Dolichos yellow mosaic virus,GCF_001343705.1,NA,"Akram,M., Naimuddin, Agnihotri,A.K., Gupta,S.",2015-10-17T01:07:54Z,DA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,India,India,NA,plant leaf,2012-12-06,NA,ViralMultiSegProj14344,Viruses,Geminiviridae,Begomovirus,Dolichos yellow mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Phaseoleae,,Lablab,Lablab purpureus,,,,,,,,,,,,,,,,,,,,
Lama glama,Gemycircularvirus lamas1,GCF_001646315.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:01:37Z,29_Fec80018_llama,Gemycircularvirus,Genomoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2012,NA,ViralProj321689,Viruses,Genomoviridae,Gemycircularvirus,Gemycircularvirus lamas1,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Camelidae,,,,Lama,Lama glama,,,,Sarcopterygii,Laurasiatheria,Tylopoda,,,,,,,,,,,,,,
Laridae,Gull circovirus,GCF_000870205.1,NA,"Todd,D., Scott,A.N., Fringuelli,E., Shivraprasad,H.L., Gavier-Widen,D., Smyth,J.A., Scott,A.N.J.",2015-02-13T08:33:18Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj18019,Viruses,Circoviridae,Circovirus,Gull circovirus,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Charadriiformes,Laridae,,,,,,,,,Sarcopterygii,,,,,,Neognathae,,,,,,,,,,
Lemur catta,Lemur associated porprismacovirus 1,GCF_000928535.1,NA,"Ng,T.F.F., Sachsenroeder,J., Vega,E., Kondov,N.O., Jang,C., Deng,X., Gregoricus,N., Vinje,J., Delwart,E.",2015-02-22T19:09:48Z,SF5,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,feces,NA,NA,ViralProj274156,Viruses,Smacoviridae,Porprismacovirus,Lemur associated porprismacovirus 1,,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Lemuridae,,,,Lemur,Lemur catta,,,,Sarcopterygii,Euarchontoglires,Strepsirrhini,Lemuriformes,,,,,,,,,,,,,
Lens culinaris,Faba bean necrotic stunt alphasatellite 1,GCF_000919055.1,NA,"Grigoras,I., Ginzo,A.I., Martin,D.P., Varsani,A., Romero,J., Mammadov,A.Ch., Huseynova,I.M., Aliyev,J.A., Kheyr-Pour,A., Huss,H., Ziebell,H., Timchenko,T., Vetten,H.J., Gronenborn,B.",2015-02-22T18:55:24Z,Peshtatuek_12b,NA,Alphasatellitidae,ssDNA,RefSeq,NA,NA,1,Azerbaijan,Azerbaijan,NA,plant tissue,2010-06-27,NA,ViralProj243499,Viruses,Alphasatellitidae,,Faba bean necrotic stunt alphasatellite 1,unclassified Nanoalphasatellitinae,,Viruses,,,,Nanoalphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Fabeae,,Lens,Lens culinaris,,,,,,,,,,,,,,,,,,,,
Lens culinaris,Faba bean necrotic stunt alphasatellite 2,GCF_000919695.1,NA,"Grigoras,I., Ginzo,A.I., Martin,D.P., Varsani,A., Romero,J., Mammadov,A.Ch., Huseynova,I.M., Aliyev,J.A., Kheyr-Pour,A., Huss,H., Ziebell,H., Timchenko,T., Vetten,H.J., Gronenborn,B.",2015-02-22T18:56:42Z,Peshtatuek_12b,NA,Alphasatellitidae,ssDNA,RefSeq,NA,NA,1,Azerbaijan,Azerbaijan,NA,plant tissue,2010-06-27,NA,ViralProj243498,Viruses,Alphasatellitidae,,Faba bean necrotic stunt alphasatellite 2,unclassified Nanoalphasatellitinae,,Viruses,,,,Nanoalphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Fabales,Fabaceae,Papilionoideae,Fabeae,,Lens,Lens culinaris,,,,,,,,,,,,,,,,,,,,
Leonurus japonicus,Tomato yellow spot alphasatellite 2,GCF_018589455.1,NA,"Bornancini,V.A., Irazoqui,J.M., Flores,C.R., Vaghi Medina,C.G., Amadio,A.F., Lopez Lambertini,P.M., Irazoqui,M.",2021-06-01T16:47:22Z,AR:Jujuy:Yuto:Leonurus417:2008,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,NA,Argentina,Argentina,NA,NA,2008-11,NA,ASM1858945v1,Viruses,Alphasatellitidae,Clecrusatellite,Tomato yellow spot alphasatellite 2,,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Leonureae,,Leonurus,Leonurus japonicus,,,,,,,,,,,,,,,,,,,,
Leonurus sibiricus,Leonurus mosaic virus,GCF_002822745.1,NA,"Fonseca,M.E.N., Boiteux,L.S., Fernandes-Acioli,N.A.N., Costa,A.F., Kitajima,E.W.",2018-08-25T01:05:15Z,PR 88,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2008-03,NA,ASM282274v1,Viruses,Geminiviridae,Begomovirus,Leonurus mosaic virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Leonureae,,Leonurus,Leonurus sibiricus,,,,,,,,,,,,,,,,,,,,
Leonurus sibiricus,Tomato yellow spot alphasatellite,GCF_003029425.1,NA,"Ferro,C.G., Silva,J.P., Xavier,C.A.D., Godinho,M.T., Lima,A.T.M., Mar,T.B., Lau,D., Zerbini,F.M.",2018-08-26T16:24:55Z,BR:Dou1095.1:11,Clecrusatellite,Alphasatellitidae,ssDNA,RefSeq,NA,NA,NA,Brazil,Brazil,NA,NA,2011-06-08,NA,ASM302942v1,Viruses,Alphasatellitidae,Clecrusatellite,Tomato yellow spot alphasatellite,,,Viruses,,,,Geminialphasatellitinae,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Leonureae,,Leonurus,Leonurus sibiricus,,,,,,,,,,,,,,,,,,,,
Leptonychotes weddellii,Torque teno pinniped virus 8,GCF_002210695.1,NA,"Fahsbender,E., Burns,J.M., Kim,S., Kraberger,S., Frankfurter,G., Eilers,A.A., Shero,M.R., Beltran,R., Kirkham,A., McCorkell,R., Berngartt,R.K., Male,M.F., Ballard,G., Ainley,D.G., Breitbart,M., Varsani,A., Male,M., Burns,J.",2017-06-29T01:00:43Z,TTLwV-1_gt2_wsp20,Lambdatorquevirus,Anelloviridae,ssDNA(-),RefSeq,NA,NA,1,Antarctica: Ross Sea,Antarctica,NA,feces,2014,NA,ViralProj392128,Viruses,Anelloviridae,Lambdatorquevirus,Torque teno pinniped virus 8,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Phocidae,,,,Leptonychotes,Leptonychotes weddellii,,,,Sarcopterygii,Laurasiatheria,Caniformia,,,,,,,,,,,,,,
Leptonychotes weddellii,Torque teno pinniped virus 9,GCF_002210895.1,NA,"Fahsbender,E., Burns,J.M., Kim,S., Kraberger,S., Frankfurter,G., Eilers,A.A., Shero,M.R., Beltran,R., Kirkham,A., McCorkell,R., Berngartt,R.K., Male,M.F., Ballard,G., Ainley,D.G., Breitbart,M., Varsani,A., Male,M., Burns,J.",2017-06-29T01:01:07Z,TTLwV-2_gt3_wsp24,Lambdatorquevirus,Anelloviridae,ssDNA(-),RefSeq,NA,NA,1,Antarctica: Ross Sea,Antarctica,NA,feces,2014,NA,ViralProj392138,Viruses,Anelloviridae,Lambdatorquevirus,Torque teno pinniped virus 9,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Laurasiatheria,Phocidae,,,,Leptonychotes,Leptonychotes weddellii,,,,Sarcopterygii,Laurasiatheria,Caniformia,,,,,,,,,,,,,,
Leptuca,Fiddler Crab associated circular virus,GCF_001274425.1,NA,"Rosario,K., Schenck,R.O., Harbeitner,R.C., Lawler,S.N., Breitbart,M.",2015-08-26T01:07:42Z,I0086a,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj293713,Viruses,Circoviridae,,Fiddler Crab associated circular virus,unclassified Circoviridae,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Crustacea,Opisthokonta,Multicrustacea,Eucarida,Ocypodoidea,Gelasiminae,,,Leptuca,,,,,Multicrustacea,Eucarida,Pleocyemata,Brachyura,,Ocypodoidea,,Eumalacostraca,,,,,,,,,
Lepus americanus,Lepus americanus faeces associated genomovirus SHP7,GCF_003847745.1,NA,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.",2019-02-12T13:04:41Z,SHP7,NA,Genomoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,feces,2016-03-22,NA,ASM384774v1,Viruses,Genomoviridae,,Lepus americanus faeces associated genomovirus SHP7,unclassified Genomoviridae,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Leporidae,,,,Lepus,Lepus americanus,,,,Sarcopterygii,Euarchontoglires,,,,,,,,,,,,,,,
Lepus americanus,Lepus americanus faeces associated genomovirus SHP111,GCF_003847785.1,NA,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.",2019-02-12T13:07:23Z,SHP111,NA,Genomoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,feces,2016-03-22,NA,ASM384778v1,Viruses,Genomoviridae,,Lepus americanus faeces associated genomovirus SHP111,unclassified Genomoviridae,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Leporidae,,,,Lepus,Lepus americanus,,,,Sarcopterygii,Euarchontoglires,,,,,,,,,,,,,,,
Lepus europaeus,Porcine stool-associated circular virus,GCF_001646175.1,NA,"Steel,O., Kraberger,S., Sikorski,A., Young,L.M., Catchpole,R.J., Stevens,A.J., Ladley,J.J., Coray,D.S., Stainton,D., Dayaram,A., Julian,L., van Bysterveldt,K., Varsani,A.",2016-05-18T01:01:15Z,56_Coc3310_hare,Porprismacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,1,New Zealand,New Zealand,NA,feces,2011,NA,ViralProj321702,Viruses,Smacoviridae,Porprismacovirus,Porcine stool-associated circular virus,unclassified Porprismacovirus,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cremevirales,,cellular organisms,Eukaryota,Eukaryota,Chordata,Craniata,Opisthokonta,Sarcopterygii,Euarchontoglires,Leporidae,,,,Lepus,Lepus europaeus,,,,Sarcopterygii,Euarchontoglires,,,,,,,,,,,,,,,
Leucas zeylanica,Leucas zeylanica yellow vein virus satellite DNA beta,GCF_000885355.1,NA,"Salim,N., Nawaz-ul-Rehman,M.S., Fauquet,C.M.",2015-02-22T18:06:42Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,NA,Sri Lanka,Sri Lanka,NA,NA,2006,NA,ViralProj41305,Viruses,Tolecusatellitidae,Betasatellite,Leucas zeylanica yellow vein virus satellite DNA beta,unclassified Betasatellite,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Leucadeae,,Leucas,Leucas zeylanica,,,,,,,,,,,,,,,,,,,,
Leucauge argyra,Longjawed orbweaver circular virus 2,GCF_003846865.1,NA,"Rosario,K., Mettel,K.A., Benner,B.E., Johnson,R., Scott,C., Yusseff-Vanegas,S.Z., Baker,C.C., Cassill,D.L., Storer,C., Varsani,A., Breitbart,M.",2019-02-12T13:06:13Z,PR_I0996-I60_A11,NA,NA,ssDNA,RefSeq,NA,NA,1,Puerto Rico: San German,USA,NA,NA,2014-03,NA,ASM384686v1,Viruses,,,Longjawed orbweaver circular virus 2,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Chelicerata,Opisthokonta,Arachnida,Araneae,Araneoidea,,,,Leucauge,Leucauge argyra,,,,,,Araneomorphae,,,Araneoidea,,,,,,,,,,,
Leucauge argyra,Longjawed orbweaver circular virus 1,GCF_003847025.1,NA,"Rosario,K., Mettel,K.A., Benner,B.E., Johnson,R., Scott,C., Yusseff-Vanegas,S.Z., Baker,C.C., Cassill,D.L., Storer,C., Varsani,A., Breitbart,M.",2019-02-12T12:57:59Z,BC_I1601_F12,NA,NA,ssDNA,RefSeq,NA,NA,1,"USA: St. Petersburg, FL",USA,FL,NA,2017-05,NA,ASM384702v1,Viruses,,,Longjawed orbweaver circular virus 1,unclassified viruses,Circularisvirus,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Chelicerata,Opisthokonta,Arachnida,Araneae,Araneoidea,,,,Leucauge,Leucauge argyra,,,,,,Araneomorphae,,,Araneoidea,,,,,,,,,,,
Libellula quadrimaculata,Dragonfly associated dragsmacovirus 1,GCF_003033405.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2018-08-26T16:32:25Z,OdasCV-5-US-1683LM1-12,Dragsmacovirus,Smacoviridae,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM303340v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-13,GCF_004128975.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T14:50:30Z,OdasCV-13-US-1591LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412897v1,Viruses,,,Odonata-associated circular virus-13,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-18,GCF_004129075.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T14:50:41Z,OdasCV-18-US-1736LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412907v1,Viruses,,,Odonata-associated circular virus-18,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-17,GCF_004129055.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T14:22:44Z,OdasCV-17-US-1619LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412905v1,Viruses,,,Odonata-associated circular virus-17,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-7,GCF_004128875.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T14:49:59Z,OdasCV-7-US-1706LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412887v1,Viruses,,,Odonata-associated circular virus-7,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-19,GCF_004129115.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T13:35:15Z,OdasCV-19-US-1594LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412911v1,Viruses,,,Odonata-associated circular virus-19,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-16,GCF_004129175.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T14:50:53Z,OdasCV-16-US-1614LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412917v1,Viruses,,,Odonata-associated circular virus-16,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-8,GCF_004128895.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T13:33:50Z,OdasCV-8-US-1739LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412889v1,Viruses,,,Odonata-associated circular virus-8,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-10,GCF_004129195.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T14:51:09Z,OdasCV-10-US-1675LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412919v1,Viruses,,,Odonata-associated circular virus-10,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula quadrimaculata,Odonata-associated circular virus-15,GCF_004129015.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T13:34:25Z,OdasCV-15-US-1640LM1-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412901v1,Viruses,,,Odonata-associated circular virus-15,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula quadrimaculata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Libellula saturata,Odonata-associated circular virus-18,GCF_004129095.1,NA,"Dayaram,A., Pailes,R., Potter,K., Moline,A.B., Rosenstein,D.D., Marinov,M., Varsani,A.",2019-02-12T13:34:56Z,OdasCV-18-US-1736LM2-12,NA,NA,ssDNA,RefSeq,NA,NA,NA,USA,USA,NA,NA,2012,NA,ASM412909v1,Viruses,,,Odonata-associated circular virus-18,unclassified viruses,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Arthropoda,Hexapoda,Opisthokonta,Insecta,Odonata,Cavilabiata,,,,Libellula,Libellula saturata,,,,,,Epiprocta,Anisoptera,,Cavilabiata,Palaeoptera,Pterygota,,,,,,,,,
Limeum africanum,Limeum africanum associated virus,GCF_002937345.1,NA,"Claverie,S., Bernardo,P., Kraberger,S., Hartnady,P., Lefeuvre,P., Lett,J.-M., Filloux,D., Harkins,G.W., Varsani,A., Martin,D.P., Roumagnac,P.",2018-02-22T10:46:45Z,2-12-F,NA,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,NA,South Africa,South Africa,NA,NA,2012,NA,ASM293734v1,Viruses,Geminiviridae,,Limeum africanum associated virus,unclassified Geminiviridae,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Caryophyllales,Limeaceae,,,,Limeum,Limeum africanum,,,,,,,,,,,,,,,,,,,,
Lindernia procumbens,Lindernia anagallis yellow vein virus,GCF_000873925.1,NA,"Ha,C., Coombs,S., Revill,P., Harding,R., Vu,M., Dale,J., Ha,C.V., Revill,P.A., Harding,R.M., Vu,M.T., Dale,J.L.",2015-02-13T08:38:57Z,NA,Begomovirus,Geminiviridae,ssDNA(+/-),RefSeq,NA,NA,1,Viet Nam: Hanoi,Viet Nam,NA,NA,NA,NA,ViralProj19777,Viruses,Geminiviridae,Begomovirus,Lindernia anagallis yellow vein virus,,Monodnaviria,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Lamiales,Linderniaceae,,,,Lindernia,Lindernia procumbens,,,,,,,,,,,,,,,,,,,,
Lindernia procumbens,Lindernia anagallis yellow vein virus satellite DNA beta,GCF_000870905.1,NA,"Ha,C., Coombs,S., Revill,P., Harding,R., Vu,M., Dale,J., Ha,C.V., Revill,P.A., Harding,R.M., Vu,M.T., Dale,J.L.",2015-02-13T08:34:34Z,NA,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Viet Nam: Hanoi,Viet Nam,NA,NA,NA,NA,ViralProj19831,Viruses,Tolecusatellitidae,Betasatellite,Lindernia anagallis yellow vein betasatellite,,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Lamiales,Linderniaceae,,,,Lindernia,Lindernia procumbens,,,,,,,,,,,,,,,,,,,,
Littorina sp.,Littorina sp. associated circular virus,GCF_001274165.1,NA,"Rosario,K., Schenck,R.O., Harbeitner,R.C., Lawler,S.N., Breitbart,M.",2015-08-26T01:04:22Z,I0041,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj293706,Viruses,Circoviridae,,Littorina sp. associated circular virus,unclassified Circoviridae,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,,cellular organisms,Eukaryota,Eukaryota,Mollusca,,Opisthokonta,Gastropoda,Littorinimorpha,Littorinoidea,,,,Littorina,Littorina sp.,,,,,,,,,Littorinoidea,,Caenogastropoda,,,,,,,,,
Lonicera japonica,Honeysuckle yellow vein mosaic disease associated satellite DNA beta,GCF_000873365.1,NA,"Ogawa,T., Sharma,P., Ikegami,M.",2015-02-13T08:38:23Z,Ibaraki,Betasatellite,Tolecusatellitidae,ssDNA,RefSeq,NA,NA,1,Japan:Ibaraki,Japan,NA,NA,2001,NA,ViralProj19863,Viruses,Tolecusatellitidae,Betasatellite,Honeysuckle yellow vein mosaic disease associated satellite DNA beta,unclassified Betasatellite,,Viruses,,,,,cellular organisms,Eukaryota,Eukaryota,Streptophyta,Streptophytina,Embryophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,,,,Lonicera,Lonicera japonica,,,,,,,,,,,,,,,,,,,,
